date,gold,silver
07/24/1981,226.87,388.11
07/27/1981,223.42,382.35
07/28/1981,226.32,393.73
07/29/1981,224.62,390.76
07/30/1981,224.77,386
07/31/1981,224.24,387.96
08/03/1981,215.67,376.33
08/04/1981,216.82,377.16
08/05/1981,217.34,378.45
08/06/1981,222.16,395.26
08/07/1981,220.45,388.67
08/10/1981,221.11,394.11
08/11/1981,228.4,411.22
08/12/1981,225.3,407.27
08/13/1981,228.6,414.86
08/14/1981,229.5,411.59
08/17/1981,231.13,417.49
08/18/1981,243.24,430.48
08/19/1981,243.61,443.01
08/20/1981,239.44,435.18
08/21/1981,241.95,437.11
08/24/1981,231.84,415.99
08/25/1981,229,399.67
08/26/1981,230.71,403.76
08/27/1981,233.76,417.41
08/28/1981,238.69,420.64
08/31/1981,238.2,423.39
09/01/1981,238.95,425.32
09/02/1981,243.25,439.89
09/03/1981,248.74,461.45
09/04/1981,245.08,454.68
09/07/1981,245.08,454.68
09/08/1981,241.75,458.54
09/09/1981,249.94,480.6
09/10/1981,250.59,501.8
09/11/1981,253.67,505.09
09/14/1981,257.46,514.52
09/15/1981,253.58,506.42
09/16/1981,252.07,497.44
09/17/1981,247.04,475.73
09/18/1981,251.75,453.99
09/21/1981,261.27,476.08
09/22/1981,257.58,463.09
09/23/1981,254.7,450.52
09/24/1981,249.38,428.71
09/25/1981,239.71,406.88
09/28/1981,240.17,400.31
09/29/1981,240.1,409.29
09/30/1981,241.01,413.87
10/01/1981,239.48,422.86
10/02/1981,243.65,428.77
10/05/1981,242.87,408.97
10/06/1981,251.69,428.15
10/07/1981,247.43,415.95
10/08/1981,249.72,427.18
10/09/1981,249.55,427.8
10/12/1981,247.12,419.45
10/13/1981,249.4,433.81
10/14/1981,247.32,434.43
10/15/1981,246.43,425.73
10/16/1981,245.05,425.01
10/19/1981,242.7,413.5
10/20/1981,239.94,408.32
10/21/1981,240.31,409.37
10/22/1981,241.06,412.64
10/23/1981,239.4,413.24
10/26/1981,236.27,401.69
10/27/1981,239.38,411.2
10/28/1981,235.46,406.46
10/29/1981,238.46,418.66
10/30/1981,237.4,413.02
11/02/1981,238.39,410.36
11/03/1981,239.41,413.19
11/04/1981,239.01,413.35
11/05/1981,237.94,413.06
11/06/1981,237.86,412.32
11/09/1981,233.94,397.96
11/10/1981,228.96,392.17
11/11/1981,227.73,385.05
11/12/1981,228.89,389.78
11/13/1981,229.57,388.62
11/16/1981,221.86,369.34
11/17/1981,224.21,371.93
11/18/1981,220.21,370.52
11/19/1981,221.31,365.81
11/20/1981,219.86,366.32
11/23/1981,217.5,359.46
11/24/1981,221.98,362.4
11/25/1981,228.03,372.54
11/26/1981,228.03,372.54
11/27/1981,228.6,373.72
11/30/1981,225.26,368.51
12/01/1981,224.62,364.04
12/02/1981,233.96,383.58
12/03/1981,233.48,387.63
12/04/1981,234.1,398.67
12/07/1981,231.57,397.7
12/08/1981,227.16,393.88
12/09/1981,227.77,385.24
12/10/1981,226.04,377.48
12/11/1981,225.56,382.41
12/14/1981,229.58,391.95
12/15/1981,231.57,390.31
12/16/1981,234.54,398.31
12/17/1981,231.32,398.43
12/18/1981,229.14,390.65
12/21/1981,222.56,371.25
12/22/1981,224.05,372.25
12/23/1981,223.9,370.61
12/24/1981,223.04,369.84
12/25/1981,223.04,369.84
12/28/1981,218.32,359.52
12/29/1981,219.38,360.51
12/30/1981,221.64,369.21
12/31/1981,221.6,365.36
01/01/1982,221.6,365.36
01/04/1982,224.37,369.81
01/05/1982,223.51,374.34
01/06/1982,222.15,372.7
01/07/1982,221.67,372.38
01/08/1982,219.2,368.09
01/11/1982,214.15,363.14
01/12/1982,215.35,364.15
01/13/1982,209.67,354.98
01/14/1982,209.31,353.76
01/15/1982,205.69,348.57
01/18/1982,208.61,355.57
01/19/1982,205.53,351.71
01/20/1982,207.51,353.6
01/21/1982,208.72,352.39
01/22/1982,209.99,352.29
01/25/1982,208.63,353.33
01/26/1982,209.25,357.01
01/27/1982,213.41,366.47
01/28/1982,213.92,368.82
01/29/1982,213.67,368.51
02/01/1982,212.49,367.59
02/02/1982,210.11,366.62
02/03/1982,211.34,371.66
02/04/1982,215.24,384.06
02/05/1982,214.34,386.88
02/08/1982,211.75,379.12
02/09/1982,212.27,382.28
02/10/1982,214.38,393.56
02/11/1982,210.74,387.55
02/12/1982,211.04,387.05
02/15/1982,211.04,387.05
02/16/1982,209.67,382.04
02/17/1982,209.37,379.22
02/18/1982,205.61,374.48
02/19/1982,203.06,368.55
02/22/1982,203.03,359.47
02/23/1982,202.51,352.05
02/24/1982,205.19,358.85
02/25/1982,203.84,354.62
02/26/1982,201,348.19
03/01/1982,201.93,354.7
03/02/1982,199.68,351.32
03/03/1982,195.67,344.41
03/04/1982,191.65,337.07
03/05/1982,185.91,328.18
03/08/1982,183.16,315.32
03/09/1982,186.03,321.38
03/10/1982,187.73,325.45
03/11/1982,182.91,321.38
03/12/1982,177.17,312.9
03/15/1982,181.05,323.37
03/16/1982,174.75,316.2
03/17/1982,177.37,318.95
03/18/1982,180.69,321.93
03/19/1982,176.67,315.86
03/22/1982,180.57,324.16
03/23/1982,181.88,322.51
03/24/1982,186.14,327.05
03/25/1982,181.85,317.88
03/26/1982,179.52,315.78
03/29/1982,180.42,318.33
03/30/1982,178.3,315.78
03/31/1982,182.57,320.78
04/01/1982,181.87,317.78
04/02/1982,184.12,321.89
04/05/1982,193.36,334.7
04/06/1982,200.93,341.05
04/07/1982,195.53,334.06
04/08/1982,200.53,338.19
04/09/1982,200.53,338.19
04/12/1982,196.17,331.07
04/13/1982,199.09,333.3
04/14/1982,206.46,340.56
04/15/1982,204.23,338.42
04/16/1982,201.12,339.8
04/19/1982,190.62,320.7
04/20/1982,192.89,321.69
04/21/1982,192.19,322.11
04/22/1982,192.53,321
04/23/1982,196.51,324.48
04/26/1982,196.61,317.22
04/27/1982,198.61,320.09
04/28/1982,198.18,317.45
04/29/1982,199.02,314.06
04/30/1982,191.36,307.17
05/03/1982,192.95,308.59
05/04/1982,191.63,308.04
05/05/1982,188,307.06
05/06/1982,185.41,305.63
05/07/1982,186.3,303.55
05/10/1982,183.74,297.29
05/11/1982,186.22,299.15
05/12/1982,185.85,298.6
05/13/1982,185.09,296.51
05/14/1982,188.69,302.99
05/17/1982,186.87,297.45
05/18/1982,190.09,300.11
05/19/1982,190.49,299.55
05/20/1982,191.31,301.64
05/21/1982,187.57,299.98
05/24/1982,183.13,292.13
05/25/1982,183.57,291.79
05/26/1982,180.97,286.37
05/27/1982,181.9,284.48
05/28/1982,179.62,278.17
05/31/1982,179.62,278.17
06/01/1982,177.01,269.02
06/02/1982,178.49,270.66
06/03/1982,176.96,263.44
06/04/1982,178,261.98
06/07/1982,187.59,275.97
06/08/1982,184.8,270.34
06/09/1982,182.62,262.7
06/10/1982,182.35,268.52
06/11/1982,182.74,266.87
06/14/1982,177.05,247.04
06/15/1982,176.29,242.66
06/16/1982,176.57,245.08
06/17/1982,171.57,229.46
06/18/1982,169.6,227.72
06/21/1982,167.85,222.74
06/22/1982,165.98,225.56
06/23/1982,171.27,233.63
06/24/1982,169.4,231.1
06/25/1982,170.95,231.36
06/28/1982,173.06,239.57
06/29/1982,175.49,260.13
06/30/1982,175.44,268.5
07/01/1982,174.79,263.15
07/02/1982,174.02,262.59
07/05/1982,174.02,262.59
07/06/1982,172.35,251.19
07/07/1982,173.52,254.78
07/08/1982,179.75,271.92
07/09/1982,192.59,284.7
07/12/1982,190.37,277.57
07/13/1982,199.39,291.68
07/14/1982,193.94,287.84
07/15/1982,191.99,282.25
07/16/1982,195.14,289.8
07/19/1982,192.41,289.44
07/20/1982,199.87,308.62
07/21/1982,197.7,305.21
07/22/1982,199.37,310.15
07/23/1982,200.23,322.11
07/26/1982,197.28,327.6
07/27/1982,195.52,321.64
07/28/1982,188.49,299.74
07/29/1982,187.65,290.59
07/30/1982,189.73,296.84
08/02/1982,195.56,315.18
08/03/1982,191.29,306.45
08/04/1982,194.08,311.39
08/05/1982,190.77,304.43
08/06/1982,190.13,301.43
08/09/1982,185.47,281.82
08/10/1982,183.8,276.49
08/11/1982,184.5,275.57
08/12/1982,186.69,283.41
08/13/1982,184.81,276.4
08/16/1982,186.84,284.54
08/17/1982,190.17,290.55
08/18/1982,197.95,312.11
08/19/1982,206.37,321.14
08/20/1982,212.6,342.73
08/23/1982,219.58,353.73
08/24/1982,222.05,342.2
08/25/1982,224.15,351.75
08/26/1982,235.22,372.5
08/27/1982,222.1,351.06
08/30/1982,225.75,344.39
08/31/1982,225.26,346.62
09/01/1982,223.69,338.08
09/02/1982,237.2,359.71
09/03/1982,250.71,381.36
09/06/1982,250.71,381.36
09/07/1982,259.31,398.13
09/08/1982,268,419.82
09/09/1982,254.58,398.32
09/10/1982,243.86,388.05
09/13/1982,246.73,394.38
09/14/1982,241.39,387.13
09/15/1982,245.5,399.33
09/16/1982,245.29,401.16
09/17/1982,239.4,393.46
09/20/1982,235.78,383.34
09/21/1982,241.79,397.72
09/22/1982,241.03,398.25
09/23/1982,242.06,398.34
09/24/1982,229.67,381.53
09/27/1982,223.16,363.13
09/28/1982,227.81,375.35
09/29/1982,216.76,357.65
09/30/1982,219.41,357.72
10/01/1982,223.9,369.96
10/04/1982,212.93,351.52
10/05/1982,216.17,354.64
10/06/1982,219.15,362.11
10/07/1982,232.77,383.92
10/08/1982,230.49,396.61
10/11/1982,244.22,418.64
10/12/1982,241.02,423.52
10/13/1982,250.04,441.9
10/14/1982,242.21,434.6
10/15/1982,235.47,425.55
10/18/1982,239.16,438.89
10/19/1982,232.41,436.8
10/20/1982,237.9,447.79
10/21/1982,232.77,444.83
10/22/1982,237.18,463.68
10/25/1982,229.15,442.15
10/26/1982,232.58,427.84
10/27/1982,231.7,436.66
10/28/1982,230.5,435
10/29/1982,230.71,440.77
11/01/1982,236.05,462.92
11/02/1982,236.1,463.03
11/03/1982,232.61,460.51
11/04/1982,234.46,471.11
11/05/1982,228.89,465.53
11/08/1982,222.74,444.65
11/09/1982,226.34,450.09
11/10/1982,221.48,428.56
11/11/1982,222.16,417.73
11/12/1982,224.69,421.25
11/15/1982,222.73,420.16
11/16/1982,225.59,430.73
11/17/1982,223.97,421.89
11/18/1982,226.55,429.63
11/19/1982,227.47,430.8
11/22/1982,222.77,409.61
11/23/1982,222.39,395.86
11/24/1982,225.68,404.22
11/25/1982,225.68,404.22
11/26/1982,234.71,418.48
11/29/1982,238.5,426.43
11/30/1982,243.1,445.04
12/01/1982,239.2,448.16
12/02/1982,243.48,459.46
12/03/1982,242.61,456.98
12/06/1982,245.06,471.53
12/07/1982,248.64,487.17
12/08/1982,241.1,465.71
12/09/1982,243.71,464.09
12/10/1982,239.59,454.27
12/13/1982,244.09,468.83
12/14/1982,237.25,447.33
12/15/1982,241.05,457.8
12/16/1982,242.35,460.5
12/17/1982,241.43,458
12/20/1982,243.06,462.64
12/21/1982,247.79,475.73
12/22/1982,243.77,468.91
12/23/1982,245.35,472.04
12/24/1982,245.35,472.04
12/27/1982,251.77,490.66
12/28/1982,250.63,486.44
12/29/1982,253.68,493.48
12/30/1982,246.92,481.45
12/31/1982,246.98,481.55
01/03/1983,247.36,483.61
01/04/1983,249.22,486.33
01/05/1983,251.62,501.2
01/06/1983,249.22,496.97
01/07/1983,256.37,510.11
01/10/1983,264.03,528.93
01/11/1983,263.65,529.04
01/12/1983,269.24,549.82
01/13/1983,267.89,551.24
01/14/1983,267.95,562.68
01/17/1983,269.47,563.48
01/18/1983,275.68,576.66
01/19/1983,268.02,558.93
01/20/1983,269.7,566.02
01/21/1983,265.76,556.55
01/24/1983,264.64,559.96
01/25/1983,268.96,574.91
01/26/1983,269.72,576.78
01/27/1983,272.48,593.48
01/28/1983,271.84,598.41
01/31/1983,280.35,620.65
02/01/1983,276.79,615.11
02/02/1983,278.75,635.78
02/03/1983,272.86,617.57
02/04/1983,271.29,613.34
02/07/1983,271.48,612.45
02/08/1983,270.57,607.33
02/09/1983,270.14,607.87
02/10/1983,276.27,620.71
02/11/1983,276.61,633.12
02/14/1983,279.08,644.12
02/15/1983,277.68,644.57
02/16/1983,277.47,646.79
02/17/1983,275.91,637.32
02/18/1983,277.33,638.54
02/21/1983,277.33,638.54
02/22/1983,263.99,617.55
02/23/1983,256.44,596.1
02/24/1983,257.7,588.46
02/25/1983,244.16,556.19
02/28/1983,230.71,513.33
03/01/1983,226.02,470.2
03/02/1983,237.51,470.3
03/03/1983,235.93,476.89
03/04/1983,228.9,446.27
03/07/1983,234.23,474.29
03/08/1983,231.56,464.86
03/09/1983,232.64,468.65
03/10/1983,236.35,488.04
03/11/1983,234.36,478.61
03/14/1983,239.58,500.63
03/15/1983,233.82,485.13
03/16/1983,229.29,465.71
03/17/1983,230.05,462.78
03/18/1983,227.78,453.77
03/21/1983,230.42,460.6
03/22/1983,229.67,460.71
03/23/1983,229.18,465.16
03/24/1983,224.86,454.4
03/25/1983,227.07,461.03
03/28/1983,226.04,457.01
03/29/1983,228.26,467.56
03/30/1983,226.85,465.06
03/31/1983,228.26,468.22
04/01/1983,228.26,468.22
04/04/1983,234.71,481.31
04/05/1983,235.47,491.9
04/06/1983,235.91,492.89
04/07/1983,233.53,491.7
04/08/1983,231.53,481.8
04/11/1983,236.9,496.09
04/12/1983,237.07,494.43
04/13/1983,237.34,500.45
04/14/1983,240.44,520.34
04/15/1983,240.06,533.8
04/18/1983,244.35,553.1
04/19/1983,237.73,531.71
04/20/1983,240.77,538.07
04/21/1983,239.03,525.28
04/22/1983,241.04,531.9
04/25/1983,239.85,538.9
04/26/1983,240.72,540.32
04/27/1983,236.8,523.19
04/28/1983,236.42,525.03
04/29/1983,236.09,528.17
05/02/1983,235.6,528.53
05/03/1983,237.89,542.04
05/04/1983,238.65,550.8
05/05/1983,237.12,545.74
05/06/1983,239.74,556.24
05/09/1983,242.25,564.4
05/10/1983,243.1,575.34
05/11/1983,243.37,575.9
05/12/1983,240.52,567.81
05/13/1983,241.87,576.16
05/16/1983,240.69,571.36
05/17/1983,243.01,590.98
05/18/1983,241.39,588.3
05/19/1983,240.42,578.68
05/20/1983,239.78,573.61
05/23/1983,240.53,580.08
05/24/1983,239.83,577.61
05/25/1983,241.4,587.29
05/26/1983,240,586.99
05/27/1983,239.19,590.6
05/30/1983,239.19,590.6
05/31/1983,226.28,569.43
06/01/1983,222.55,547.83
06/02/1983,226.01,524.05
06/03/1983,226.17,522.87
06/06/1983,220.65,501.49
06/07/1983,222,486.81
06/08/1983,221.03,486.95
06/09/1983,226.5,508.7
06/10/1983,223.52,502.07
06/13/1983,226.99,519.76
06/14/1983,225.8,510.01
06/15/1983,224.61,501.51
06/16/1983,227.81,515.93
06/17/1983,226.83,511.72
06/20/1983,228.36,519.05
06/21/1983,229.77,525.2
06/22/1983,230.59,533.67
06/23/1983,231.24,536.38
06/24/1983,232.11,536.68
06/27/1983,228.05,515.57
06/28/1983,227.29,498.69
06/29/1983,228.32,508.29
06/30/1983,227.95,506.7
07/01/1983,229.47,515.01
07/04/1983,229.47,515.01
07/05/1983,226.87,501.74
07/06/1983,226.66,507.9
07/07/1983,236.15,529.61
07/08/1983,234.91,528.02
07/11/1983,236.43,540.09
07/12/1983,235.05,538.93
07/13/1983,233.2,535.18
07/14/1983,230.94,521.05
07/15/1983,230.63,519.45
07/18/1983,233.18,528.94
07/19/1983,232.4,532.53
07/20/1983,235.42,546.52
07/21/1983,231.99,538
07/22/1983,233.16,539.01
07/25/1983,234.82,545.49
07/26/1983,234.14,545.63
07/27/1983,233.25,537.97
07/28/1983,233.36,535.5
07/29/1983,226.63,516.98
08/01/1983,226.33,516.51
08/02/1983,227.19,522.73
08/03/1983,227.88,526.77
08/04/1983,225.39,511.69
08/05/1983,226.72,513.13
08/08/1983,226.1,508.75
08/09/1983,224.94,505.44
08/10/1983,226.01,513.01
08/11/1983,225.38,512.68
08/12/1983,226.82,519.68
08/15/1983,230.52,541.31
08/16/1983,230.26,539.46
08/17/1983,231.28,548.1
08/18/1983,230.65,540.39
08/19/1983,229.44,533.1
08/22/1983,233.51,554.78
08/23/1983,233.15,554.29
08/24/1983,231.39,548.7
08/25/1983,228.95,529.7
08/26/1983,230.13,535.37
08/29/1983,229.08,534.08
08/30/1983,229.14,531.67
08/31/1983,227.22,528.82
09/01/1983,227.81,529.38
09/02/1983,228.51,534.21
09/05/1983,228.51,534.21
09/06/1983,226.23,531.78
09/07/1983,227.15,531.92
09/08/1983,227.42,533.34
09/09/1983,226.73,531.77
09/12/1983,222.13,516.8
09/13/1983,223.1,513.94
09/14/1983,223.59,513.64
09/15/1983,221.88,509.5
09/16/1983,224.89,519.9
09/19/1983,226.56,523.29
09/20/1983,225.38,518.29
09/21/1983,225.39,517.13
09/22/1983,225.66,517.27
09/23/1983,227.92,528.11
09/26/1983,227.18,523.79
09/27/1983,226.32,519.64
09/28/1983,224.98,515.48
09/29/1983,221.75,494.15
09/30/1983,219.81,475.38
10/03/1983,213.83,446.51
10/04/1983,215.17,441.04
10/05/1983,217.11,451.46
10/06/1983,216.2,448.13
10/07/1983,218.84,455.12
10/10/1983,220.68,463.64
10/11/1983,217.81,453.42
10/12/1983,217.22,445.35
10/13/1983,218.3,451.92
10/14/1983,218.35,452.89
10/17/1983,217.38,444.17
10/18/1983,216.73,439.11
10/19/1983,213.8,417.65
10/20/1983,215.32,415.17
10/21/1983,214.99,414.41
10/24/1983,217.86,420.32
10/25/1983,217.37,418.26
10/26/1983,211.19,396.76
10/27/1983,211.07,383.46
10/28/1983,211.56,394.79
10/31/1983,205.74,373.45
11/01/1983,206.88,378.08
11/02/1983,209.48,384.45
11/03/1983,209.26,386.71
11/04/1983,207.84,389.83
11/07/1983,208.59,393.14
11/08/1983,208.43,392.39
11/09/1983,208.75,389.1
11/10/1983,208.75,387.41
11/11/1983,210.03,391.33
11/14/1983,209.33,394.58
11/15/1983,209.44,395.1
11/16/1983,205.09,374.03
11/17/1983,206.16,377.29
11/18/1983,205.19,371.46
11/21/1983,205.56,376.52
11/22/1983,205.34,372.93
11/23/1983,205.12,371.28
11/24/1983,205.12,371.28
11/25/1983,205.12,371.28
11/28/1983,216.14,395.95
11/29/1983,217.32,410.49
11/30/1983,220.17,418.67
12/01/1983,219.1,420.89
12/02/1983,217.64,414.62
12/05/1983,218.02,416.63
12/06/1983,218.02,417.59
12/07/1983,220.45,432.59
12/08/1983,212.52,411.41
12/09/1983,212.25,408.11
12/12/1983,213.55,406.71
12/13/1983,213.49,408.95
12/14/1983,212.52,405.21
12/15/1983,208.09,383.99
12/16/1983,203.77,374.27
12/19/1983,204.08,374.55
12/20/1983,207.43,379.77
12/21/1983,206.56,379.01
12/22/1983,208.78,391.07
12/23/1983,207.7,381.34
12/26/1983,207.7,381.34
12/27/1983,207.53,383.01
12/28/1983,206.88,383.97
12/29/1983,209.04,388.34
12/30/1983,210.45,392.08
01/02/1984,210.45,392.08
01/03/1984,207.24,374.26
01/04/1984,206.21,370.5
01/05/1984,205.18,371.45
01/06/1984,201.04,350.09
01/09/1984,199.93,340.92
01/10/1984,201.33,347.87
01/11/1984,202.84,350.11
01/12/1984,202.3,351.92
01/13/1984,202.72,357.16
01/16/1984,202.18,350.98
01/17/1984,202.02,350.42
01/18/1984,201.69,349.44
01/19/1984,204.58,362.43
01/20/1984,202.97,358.65
01/23/1984,199.85,349.87
01/24/1984,200.11,351.25
01/25/1984,200.54,351.77
01/26/1984,199.94,351.43
01/27/1984,201.82,361.43
01/30/1984,202.19,363.43
01/31/1984,204.07,373.88
02/01/1984,207.19,382.61
02/02/1984,210.95,389.61
02/03/1984,210.84,388.85
02/06/1984,208.58,380.92
02/07/1984,208.2,382.31
02/08/1984,208.84,390.19
02/09/1984,206.9,380.32
02/10/1984,206.36,380.42
02/13/1984,206.14,378.57
02/14/1984,209.43,395.45
02/15/1984,208.35,395.34
02/16/1984,209.32,394.5
02/17/1984,210.08,398.01
02/20/1984,210.08,398.01
02/21/1984,212.29,402.43
02/22/1984,218.35,422.46
02/23/1984,218.03,424.75
02/24/1984,216.3,418.02
02/27/1984,219.44,430.01
02/28/1984,215.87,419.01
02/29/1984,216.25,419.54
03/01/1984,215.71,419.65
03/02/1984,218.96,430.03
03/05/1984,221.09,437.21
03/06/1984,220.98,434.32
03/07/1984,217.89,424.16
03/08/1984,220.17,433.69
03/09/1984,218.9,429.95
03/12/1984,216.62,421.28
03/13/1984,217.76,423.96
03/14/1984,215.3,412.48
03/15/1984,214.77,413.02
03/16/1984,215.15,412.27
03/19/1984,215.48,416.89
03/20/1984,215.48,418.72
03/21/1984,214.84,418.19
03/22/1984,211.52,405.18
03/23/1984,211.04,406.58
03/26/1984,212.12,413.8
03/27/1984,211.54,413.91
03/28/1984,213.31,426.08
03/29/1984,213.1,424.04
03/30/1984,211.87,426.74
04/02/1984,207.42,405.53
04/03/1984,208.45,406.94
04/04/1984,208.88,407.26
04/05/1984,207.43,395.5
04/06/1984,208.4,398.68
04/09/1984,209.06,402.41
04/10/1984,209.06,403.4
04/11/1984,209.55,402.68
04/12/1984,207.45,397.18
04/13/1984,208.75,401.96
04/16/1984,207.57,398.89
04/17/1984,208.22,401.42
04/18/1984,211.73,408.97
04/19/1984,210.06,404.96
04/20/1984,210.06,404.96
04/23/1984,211.26,410.43
04/24/1984,208.89,402.36
04/25/1984,208.84,403.49
04/26/1984,206.35,393.93
04/27/1984,206.57,393.61
04/30/1984,205.71,388.81
05/01/1984,206.14,391.05
05/02/1984,206.74,393.72
05/03/1984,206.8,392.54
05/04/1984,205.34,384.54
05/07/1984,203.33,374.16
05/08/1984,204.16,377.26
05/09/1984,202.81,374.37
05/10/1984,203.81,381.31
05/11/1984,203,379.28
05/14/1984,204.35,383.67
05/15/1984,204.94,386.13
05/16/1984,205.85,393.95
05/17/1984,204.94,387.21
05/18/1984,206.71,395.89
05/21/1984,207.16,394.94
05/22/1984,207.32,395.48
05/23/1984,205.67,389.58
05/24/1984,206.74,393.77
05/25/1984,212.75,405.27
05/28/1984,212.75,405.27
05/29/1984,210.41,397.12
05/30/1984,210.1,398.09
05/31/1984,211.23,402.08
06/01/1984,213.11,403.05
06/04/1984,216.08,408.34
06/05/1984,215.55,407.59
06/06/1984,214.43,402.53
06/07/1984,213.14,398.98
06/08/1984,209.49,391.76
06/11/1984,203.96,374.84
06/12/1984,204.34,377.29
06/13/1984,204.24,374.17
06/14/1984,204.67,372.58
06/15/1984,202.25,369.55
06/18/1984,202.64,373.22
06/19/1984,202.75,372.22
06/20/1984,203.24,369.44
06/21/1984,203.84,373.96
06/22/1984,203.35,374.4
06/25/1984,201.31,362.19
06/26/1984,202.45,364.08
06/27/1984,202.07,359.63
06/28/1984,203.86,364.83
06/29/1984,203.48,363.66
07/02/1984,202.3,359.7
07/03/1984,201.7,353.63
07/04/1984,201.7,353.63
07/05/1984,196.18,333.81
07/06/1984,188.21,325.8
07/09/1984,189.75,331.62
07/10/1984,187.34,323.4
07/11/1984,186.27,318.37
07/12/1984,184.28,316.33
07/13/1984,187.62,322.82
07/16/1984,189.97,324.8
07/17/1984,188.72,320.19
07/18/1984,190.39,329.26
07/19/1984,189.35,322.94
07/20/1984,184.91,317.47
07/23/1984,183.86,310.46
07/24/1984,183.81,308.84
07/25/1984,186.95,313.64
07/26/1984,181.66,300.66
07/27/1984,186.12,305.68
07/30/1984,186.17,307.66
07/31/1984,183.71,304.1
08/01/1984,187.8,322
08/02/1984,187.38,322.95
08/03/1984,190.53,333.35
08/06/1984,189.91,328.27
08/07/1984,187.24,324.93
08/08/1984,187.5,325.88
08/09/1984,189.98,339.42
08/10/1984,186.61,330.69
08/13/1984,190.94,340.7
08/14/1984,193.15,347.25
08/15/1984,192.63,346.09
08/16/1984,190.84,340.71
08/17/1984,190.95,339.13
08/20/1984,187.17,323.5
08/21/1984,188.44,321.96
08/22/1984,192.66,332.88
08/23/1984,190.29,329.28
08/24/1984,191.35,333.58
08/27/1984,189.72,330.01
08/28/1984,189.67,329.26
08/29/1984,190.41,329.36
08/30/1984,189.52,323.57
08/31/1984,189.47,322.4
09/03/1984,189.47,322.4
09/04/1984,184.02,308.46
09/05/1984,184.87,311.08
